rec,card,map,tags,k,target,outcome,dwell,dwell_obj,dwell_s,gated,gated_obj,n_seg,theta_unit,theta_trial,head_src,head_frames,dist_m,occluded,blocker,walking,window_src
2026_09_07/v6_near,v6,v10,,11,网球L,miss,none,,0.0,none,,0,6.4,6.89,window,34,1.1,0.0,,0,schedule
2026_09_07/v6_near,v6,v10,,12,苹果粉,hit,correct,苹果粉,6.23,correct,苹果粉,2,4.64,4.74,window,34,1.27,0.0,,0,schedule
2026_09_07/v6_move,v6,v10,walking,1,香蕉,hit,correct,香蕉,1.3,correct,香蕉,2,4.29,6.04,window,7,1.17,0.0,(物品台),1,schedule
2026_09_07/v6_move,v6,v10,walking,2,白杯1,hit,correct,白杯1,2.76,correct,白杯1,1,4.93,5.94,window,34,1.05,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,3,网球R,hit,correct,球R,0.6,correct,球R,1,6.55,7.43,window,34,1.03,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,4,白杯1,hit,correct,白杯1,1.25,correct,白杯1,1,4.93,3.44,window,34,1.36,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,5,苹果红,miss,none,,0.0,none,,0,4.29,4.13,window,34,1.23,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,6,网球M,miss,none,,0.0,none,,0,7.46,4.81,window,34,1.35,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,7,橘子,hit,correct,橘子,5.2,correct,橘子,5,4.93,5.31,window,34,1.4,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,8,苹果粉,hit,correct,苹果粉,3.25,correct,苹果粉,5,5.65,4.6,window,32,1.25,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,9,白杯2,hit,correct,白杯2,4.22,correct,白杯2,4,7.08,5.56,window,34,1.33,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,10,香蕉,hit,correct,香蕉,3.74,correct,香蕉,8,4.29,4.87,window,33,1.25,0.08,苹果红,1,schedule
2026_09_07/v6_move,v6,v10,walking,11,网球L,miss,none,,0.0,none,,0,8.98,7.54,window,33,1.01,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,12,苹果粉,hit,correct,苹果粉,4.55,correct,苹果粉,4,5.65,6.84,window,23,0.99,0.0,,1,schedule
